NoRakit,nomorBatang,barcode,jenisKayu,panjang,pangkal,ujung,rata2,volume,grCm,grPersen
2071,2349,1713A46TEST0000000000014693,Meranti Batu,13.4,54,41,47,2.32,,0
2072,103,1713A46TEST0000000000012447,Benuas,19.7,68,49,58,5.2,,0
2073,1910,1713A46TEST0000000000014254,Meranti Putih,13.2,83,62,72,5.37,,0
2074,2299,1713A46TEST0000000000014643,Keruing,16.9,61,51,56,4.16,,0
2075,147,1713A46TEST0000000000012491,Keruing,19.8,70,47,58,5.23,,0
2076,308,1713A46TEST0000000000012652,Meranti Kuning,10.2,54,50,52,2.17,,0
2077,3274,1713A46TEST0000000000015618,Benuas,20.4,62,54,58,5.39,,0
2078,2718,1713A46TEST0000000000015062,Meranti Batu,11.7,69,62,65,3.88,,0
2079,1009,1713A46TEST0000000000013353,Keruing,14.6,57,39,48,2.64,,0
2080,263,1713A46TEST0000000000012607,Mersawa,15.6,91,71,81,8.04,,0
2081,2356,1713A46TEST0000000000014700,Keruing,15.7,73,53,63,4.89,,0
2082,2663,1713A46TEST0000000000015007,Keruing,19.8,67,54,60,5.6,,0
2083,2408,1713A46TEST0000000000014752,Keruing,19.2,60,48,54,4.4,,0
2084,1830,1713A46TEST0000000000014174,Meranti Batu,13,58,54,56,3.07,10,4.1
2085,828,1713A46TEST0000000000013172,Keruing,13,60,51,55,3.09,,0
2086,137,1713A46TEST0000000000012481,Meranti Merah,12.5,58,47,52,2.65,,0
2087,537,1713A46TEST0000000000012881,Benuas,13.5,89,68,78,6.45,,0
2088,1073,1713A46TEST0000000000013417,Keruing,21.7,69,44,56,5.34,,0
2089,566,1713A46TEST0000000000012910,Keruing,15.4,72,66,69,5.76,,0
2090,466,1713A46TEST0000000000012810,Meranti Putih,14.5,67,55,61,4.24,,0
2091,2835,1713A46TEST0000000000015179,Keruing,16.5,79,66,72,6.72,,0
2092,1865,1713A46TEST0000000000014209,Meranti Merah,20.6,63,57,60,5.82,,0
2093,2359,1713A46TEST0000000000014703,Meranti Merah,12.4,74,52,63,3.87,,0
2094,510,1713A46TEST0000000000012854,Keruing,19.7,64,46,55,4.68,,0
2095,102,1713A46TEST0000000000012446,Meranti Merah,13.4,50,42,46,2.23,,0
2096,3070,1713A46TEST0000000000015414,Keruing,17.8,67,52,59,4.87,,0
2097,3141,1713A46TEST0000000000015485,Meranti Batu,13.8,71,63,67,4.87,,0
2098,2527,1713A46TEST0000000000014871,Keruing,19.8,56,44,50,3.89,,0
2099,123,1713A46TEST0000000000012467,Benuas,21.6,76,49,62,5.97,16,8.5
2100,1954,1713A46TEST0000000000014298,Lambin,9.1,62,56,59,2.49,,0
2101,1856,1713A46TEST0000000000014200,Keruing,14,57,41,49,2.44,12,7.6
2102,1870,1713A46TEST0000000000014214,Meranti Merah,20.9,71,58,64,6.72,,0
2103,1389,1713A46TEST0000000000013733,Meranti Kuning,21.1,70,47,58,5.57,,0
2104,1981,1713A46TEST0000000000014325,Benuas,13.8,92,80,86,6.42,34,19.9
2105,1763,1713A46TEST0000000000014107,Meranti Putih,10.3,99,88,93,7,,0
2106,3335,1713A46TEST0000000000015679,Keruing,20.1,75,54,64,6.47,,0
2107,3080,1713A46TEST0000000000015424,Meranti Batu,10.1,73,64,68,3.67,,0
2108,2998,1713A46TEST0000000000015342,Keruing,20.4,62,51,56,5.02,,0
2109,2252,1713A46TEST0000000000014596,Benuas,11.5,66,58,62,3.47,,0
2110,2087,1713A46TEST0000000000014431,Benuas,16.9,100,80,90,10.42,14,3.1
2111,1034,1713A46TEST0000000000013378,Meranti Merah,18.6,57,47,52,3.95,,0
2112,1112,1713A46TEST0000000000013456,Meranti Merah,12.7,70,62,66,4.34,,0
2113,2986,1713A46TEST0000000000015330,Keruing,15.7,58,40,49,2.96,,0
2114,49,1713A46TEST0000000000012393,Benuas,10.1,88,79,83,4.84,25,11.5
2115,1501,1713A46TEST0000000000013845,Meranti Merah,11,80,68,74,4.73,,0
2116,378,1713A46TEST0000000000012722,Keruing,20,50,31,40,2.51,,0
2117,3269,1713A46TEST0000000000015613,Benuas,13.3,96,86,91,8.65,,0
2118,474,1713A46TEST0000000000012818,Meranti Merah,18.3,54,47,50,3.59,,0
2119,2040,1713A46TEST0000000000014384,Keruing,20.1,60,50,55,4.78,,0
2120,3219,1713A46TEST0000000000015563,Benuas,10.5,76,66,71,4.16,,0
2121,2996,1713A46TEST0000000000015340,Keruing,17.7,80,60,70,6.81,,0
2122,2533,1713A46TEST0000000000014877,Meranti Merah,19.9,68,51,59,5.44,,0
2123,72,1713A46TEST0000000000012416,Meranti Merah,12.4,57,46,51,2.53,,0
2124,718,1713A46TEST0000000000013062,Keruing,19.5,95,72,83,10.55,,0
2125,312,1713A46TEST0000000000012656,Meranti Merah,13.5,56,49,52,2.87,,0
2126,2681,1713A46TEST0000000000015025,Benuas,15.9,102,84,93,10.61,11,1.8
2127,242,1713A46TEST0000000000012586,Benuas,16.7,50,36,43,1.82,19,24.9
2128,2606,1713A46TEST0000000000014950,Keruing,18,60,44,52,3.82,,0
2129,1325,1713A46TEST0000000000013669,Keruing,15.1,70,50,60,4.27,,0
2130,918,1713A46TEST0000000000013262,Meranti Merah,15.2,63,57,60,4.3,,0
2131,2613,1713A46TEST0000000000014957,Keruing,15.3,64,43,53,3.22,10,4.5
2132,2727,1713A46TEST0000000000015071,Keruing,19.4,87,63,75,8.57,,0
2133,2018,1713A46TEST0000000000014362,Keruing,18.8,81,64,72,7.65,,0
2134,545,1713A46TEST0000000000012889,Keruing,15.4,65,52,58,4.07,,0
2135,1796,1713A46TEST0000000000014140,Meranti Merah,9.3,64,51,57,2.37,,0
2136,2854,1713A46TEST0000000000015198,Keruing,18.1,62,47,54,4.15,,0
2137,2847,1713A46TEST0000000000015191,Keruing,14.3,66,53,59,3.91,,0
2138,1314,1713A46TEST0000000000013658,Keruing,10.8,106,100,103,9,,0
2139,1653,1713A46TEST0000000000013997,Keruing,15.8,65,51,58,4.17,,0
2140,1183,1713A46TEST0000000000013527,Benuas,21,75,58,66,7.18,,0
2141,2304,1713A46TEST0000000000014648,Mersawa,12.5,66,52,59,3.42,,0
2142,3100,1713A46TEST0000000000015444,Meranti Merah,8.5,58,56,57,2.17,,0
2143,823,1713A46TEST0000000000013167,Benuas,13.9,82,69,75,6.14,,0
2144,2742,1713A46TEST0000000000015086,Keruing,21,74,49,61,6.14,,0
2145,57,1713A46TEST0000000000012401,Meranti Putih,17.5,73,62,67,6.17,,0
2146,2495,1713A46TEST0000000000014839,Meranti Merah,15,83,68,75,6.63,,0
2147,988,1713A46TEST0000000000013332,Keruing,16.7,74,57,65,5.54,,0
2148,94,1713A46TEST0000000000012438,Meranti Merah,17.3,68,62,65,5.57,10,3
2149,1812,1713A46TEST0000000000014156,Keruing,11.1,97,73,85,6.3,,0
2150,2176,1713A46TEST0000000000014520,Keruing,13,72,54,63,4.05,,0
2151,2597,1713A46TEST0000000000014941,Meranti Merah,17,78,60,69,6.36,,0
2152,2602,1713A46TEST0000000000014946,Benuas,16.2,66,40,53,3.57,,0
2153,1102,1713A46TEST0000000000013446,Keruing,16.5,85,69,77,7.68,,0
2154,741,1713A46TEST0000000000013085,Benuas,16.5,58,43,50,3.24,,0
2155,2717,1713A46TEST0000000000015061,Benuas,15.4,56,44,50,2.41,20,20.4
2156,1599,1713A46TEST0000000000013943,Keruing,17.6,59,42,50,3.46,,0
2157,777,1713A46TEST0000000000013121,Benuas,16.9,104,82,93,9.41,35,18
2158,1027,1713A46TEST0000000000013371,Meranti Merah,20.4,71,65,68,7.41,,0
2159,798,1713A46TEST0000000000013142,Keruing,20.9,75,61,68,7.59,,0
2160,2484,1713A46TEST0000000000014828,Benuas,18,60,45,57,4.07,17,11.3
2161,1477,1713A46TEST0000000000013821,Keruing,11.1,50,41,45,1.77,,0
2162,2969,1713A46TEST0000000000015313,Keruing,16,90,66,78,7.65,,0
2163,3110,1713A46TEST0000000000015454,Benuas,12.3,74,66,70,4.73,,0
2164,870,1713A46TEST0000000000013214,Meranti Batu,16,86,64,75,6.61,17,6.5
2165,2840,1713A46TEST0000000000015184,Meranti Batu,14.5,56,45,50,2.85,,0
2166,1550,1713A46TEST0000000000013894,Keruing,17.2,60,40,50,3.38,,0
2167,1592,1713A46TEST0000000000013936,Benuas,16.8,56,43,49,3.17,,0
2168,2333,1713A46TEST0000000000014677,Meranti Merah,13.9,86,82,84,7.7,,0
2169,2773,1713A46TEST0000000000015117,Keruing,17.1,101,74,87,10.17,,0
2170,1787,1713A46TEST0000000000014131,Meranti Merah,20.2,71,51,61,5.9,,0
2171,336,1713A46TEST0000000000012680,Benuas,15.4,59,48,53,3.4,,0
2172,3258,1713A46TEST0000000000015602,Meranti Merah,9,109,96,102,7.35,,0
2173,2294,1713A46TEST0000000000014638,Benuas,18,59,43,51,3.68,,0
2174,1664,1713A46TEST0000000000014008,Keruing,14.5,57,43,50,2.85,,0
2175,21,1713A46TEST0000000000012365,Benuas,12.3,79,67,73,5.15,,0
2176,1885,1713A46TEST0000000000014229,Keruing,13.1,64,56,60,3.28,18,11.5
2177,2833,1713A46TEST0000000000015177,Keruing,16,54,41,47,2.78,,0
2178,1443,1713A46TEST0000000000013787,Meranti Merah,19.7,83,60,71,7.8,,0
2179,2768,1713A46TEST0000000000015112,Keruing,10.6,64,58,61,3.1,,0
2180,3363,1713A46TEST0000000000015707,Keruing,16.4,65,45,55,3.9,,0
2181,1229,1713A46TEST0000000000013573,Meranti Merah,13.6,96,85,90,8.65,,0
2182,2837,1713A46TEST0000000000015181,Benuas,18.4,63,48,55,4.01,14,8.2
2183,2674,1713A46TEST0000000000015018,Meranti Merah,18,60,49,54,4.12,,0
2184,2529,1713A46TEST0000000000014873,Keruing,19.8,63,45,54,4.53,,0
2185,1049,1713A46TEST0000000000013393,Meranti Kuning,18.9,59,45,52,4.01,,0
2186,1170,1713A46TEST0000000000013514,Benuas,19.5,56,39,47,3.19,10,5.8
2187,1588,1713A46TEST0000000000013932,Keruing,21.2,76,55,65,7.03,,0
2188,2536,1713A46TEST0000000000014880,Meranti Merah,11.5,68,55,61,3.36,,0
2189,1542,1713A46TEST0000000000013886,Meranti Batu,16.4,83,66,74,7.05,,0
2190,1844,1713A46TEST0000000000014188,Keruing,18.9,64,50,57,4.82,,0
2191,2807,1713A46TEST0000000000015151,Meranti Batu,10.5,82,71,76,4.76,,0
2192,2499,1713A46TEST0000000000014843,Meranti Merah,22.7,68,51,59,6.21,,0
2193,328,1713A46TEST0000000000012672,Keruing,12.8,75,60,67,4.51,,0
2194,2245,1713A46TEST0000000000014589,Meranti Batu,14.6,71,51,61,4.27,,0
2195,1607,1713A46TEST0000000000013951,Keruing,20.1,56,40,48,3.64,,0
2196,1823,1713A46TEST0000000000014167,Keruing,19.4,61,48,54,4.44,,0
2197,187,1713A46TEST0000000000012531,Meranti Merah,16.3,55,41,48,2.95,,0
2198,2988,1713A46TEST0000000000015332,Keruing,18.7,80,59,69,6.99,,0
2199,2863,1713A46TEST0000000000015207,Keruing,19.7,70,50,60,5.57,,0
2200,1857,1713A46TEST0000000000014201,Keruing,19.3,83,53,68,7.01,,0
2201,346,1713A46TEST0000000000012690,Keruing,18.6,77,53,65,6.17,,0
2202,1567,1713A46TEST0000000000013911,Keruing,21.4,80,58,69,8,,0
2203,1356,1713A46TEST0000000000013700,Meranti Merah,16.7,58,50,54,3.82,,0
2204,1931,1713A46TEST0000000000014275,Keruing,13.2,96,75,85,7.49,,0
2205,3271,1713A46TEST0000000000015615,Benuas,13.1,87,71,79,6.42,,0
2206,439,1713A46TEST0000000000012783,Keruing,10.7,81,75,78,5.11,,0
2207,2632,1713A46TEST0000000000014976,Meranti Merah,11.3,63,58,60,3.2,,0
2208,1143,1713A46TEST0000000000013487,Keruing,20.2,54,43,48,3.66,,0
2209,299,1713A46TEST0000000000012643,Keruing,19.4,80,58,69,7.25,,0
2210,1708,1713A46TEST0000000000014052,Meranti Merah,21.9,100,83,91,14.24,,0
2211,2985,1713A46TEST0000000000015329,Keruing,20.7,76,55,65,6.87,,0
2212,1999,1713A46TEST0000000000014343,Keruing,19,81,71,76,8.62,,0
2213,10,1713A46TEST0000000000012354,Benuas,19.7,58,48,53,4.35,,0
2214,1922,1713A46TEST0000000000014266,Meranti Merah,15.9,82,65,73,6.65,,0
2215,2205,1713A46TEST0000000000014549,Keruing,18.3,57,40,48,3.31,,0
2216,2362,1713A46TEST0000000000014706,Meranti Kuning,9.7,155,143,149,16.91,,0
2217,1386,1713A46TEST0000000000013730,Keruing,17.2,88,57,72,7,,0
2218,1595,1713A46TEST0000000000013939,Keruing,13.6,64,58,61,3.97,,0
2219,691,1713A46TEST0000000000013035,Lambin,16.1,72,53,62,4.86,,0
2220,1031,1713A46TEST0000000000013375,Meranti Merah,18.9,60,45,52,4.01,,0
2221,184,1713A46TEST0000000000012528,Meranti Merah,15,56,41,48,2.71,,0
2222,2229,1713A46TEST0000000000014573,Keruing,17,61,52,56,4.19,,0
2223,3327,1713A46TEST0000000000015671,Keruing,19,61,44,52,4.04,,0
2224,2477,1713A46TEST0000000000014821,Keruing,19.4,66,47,56,4.78,,0
2225,400,1713A46TEST0000000000012744,Keruing,20.1,75,53,64,6.47,,0
2226,2965,1713A46TEST0000000000015309,Meranti Merah,16.4,66,47,56,4.04,,0
2227,2301,1713A46TEST0000000000014645,Keruing,13.9,56,40,48,2.52,,0
2228,2526,1713A46TEST0000000000014870,Keruing,17.6,55,42,48,3.18,,0
2229,862,1713A46TEST0000000000013206,Keruing,19.6,73,57,65,6.5,,0
2230,1621,1713A46TEST0000000000013965,Keruing,11.1,74,62,68,4.03,,0
2231,1105,1713A46TEST0000000000013449,Keruing,14.7,72,56,64,4.73,,0
2232,2794,1713A46TEST0000000000015138,Benuas,17.7,64,55,59,4.63,11,4.4
2233,2274,1713A46TEST0000000000014618,Mersawa,17.9,77,60,68,6.5,,0
2234,933,1713A46TEST0000000000013277,Keruing,13.6,66,49,57,3.47,,0
2235,1210,1713A46TEST0000000000013554,Keruing,20.9,86,60,73,8.75,,0
2236,821,1713A46TEST0000000000013165,Keruing,21.2,59,42,50,4.16,,0
2237,1342,1713A46TEST0000000000013686,Meranti Merah,16.3,70,56,63,5.08,,0
2238,1425,1713A46TEST0000000000013769,Keruing,16.7,73,56,64,5.37,,0
2239,2474,1713A46TEST0000000000014818,Keruing,21.5,60,52,56,5.3,,0
2240,2447,1713A46TEST0000000000014791,Benuas,18.4,59,46,52,3.91,,0
2241,174,1713A46TEST0000000000012518,Meranti Merah,14.9,61,44,52,2.87,14,9.2
2242,1551,1713A46TEST0000000000013895,Keruing,16.5,82,62,72,6.72,,0
2243,1184,1713A46TEST0000000000013528,Meranti Merah,15.2,55,45,50,2.98,,0
2244,1791,1713A46TEST0000000000014135,Keruing,19.4,61,41,51,3.96,,0
2245,2712,1713A46TEST0000000000015056,Keruing,8.5,87,75,81,4.38,,0
2246,1432,1713A46TEST0000000000013776,Keruing,19.7,62,50,56,4.85,,0
2247,629,1713A46TEST0000000000012973,Keruing,19.4,59,38,48,3.51,,0
2248,1004,1713A46TEST0000000000013348,Keruing,21.9,60,43,51,4.47,,0
2249,801,1713A46TEST0000000000013145,Keruing,13.8,64,57,60,3.9,,0
2250,3024,1713A46TEST0000000000015368,Lambin,17.5,67,49,58,4.62,,0
2251,3114,1713A46TEST0000000000015458,Keruing,18,69,49,59,4.92,,0
2252,983,1713A46TEST0000000000013327,Meranti Batu,14.5,78,66,72,5.9,,0
2253,3328,1713A46TEST0000000000015672,Mersawa,15.6,65,47,56,3.84,,0
2254,730,1713A46TEST0000000000013074,Keruing,20.5,63,41,52,4.35,,0
2255,1028,1713A46TEST0000000000013372,Meranti Merah,19.3,64,45,54,4.42,,0
2256,508,1713A46TEST0000000000012852,Keruing,17.3,59,42,50,3.4,,0
2257,896,1713A46TEST0000000000013240,Meranti Merah,17.4,78,58,68,6.32,,0
2258,485,1713A46TEST0000000000012829,Meranti Batu,18.8,63,47,55,4.47,,0
2259,1547,1713A46TEST0000000000013891,Meranti Merah,16.4,61,55,58,4.33,,0
2260,2941,1713A46TEST0000000000015285,Keruing,17.6,71,59,65,5.84,,0
2261,810,1713A46TEST0000000000013154,Keruing,20.6,73,49,61,6.02,,0
2262,3021,1713A46TEST0000000000015365,Meranti Batu,15.7,70,60,65,5.21,,0
2263,3257,1713A46TEST0000000000015601,Keruing,13.3,80,61,70,5.12,,0
2264,927,1713A46TEST0000000000013271,Meranti Kuning,16.4,79,60,69,5.86,13,4.5
2265,3232,1713A46TEST0000000000015576,Keruing,20.9,56,41,48,3.78,,0
2266,17,1713A46TEST0000000000012361,Meranti Batu,18.2,90,84,87,10.82,,0
2267,1612,1713A46TEST0000000000013956,Meranti Merah,21.3,66,51,58,5.63,,0
2268,1478,1713A46TEST0000000000013822,Keruing,18,64,52,58,4.76,,0
2269,2429,1713A46TEST0000000000014773,Keruing,20.1,79,63,71,7.96,,0
2270,2358,1713A46TEST0000000000014702,Keruing,21.3,70,66,68,7.74,,0
2271,1359,1713A46TEST0000000000013703,Keruing,16.7,112,82,97,12.34,,0
2272,620,1713A46TEST0000000000012964,Keruing,12,77,56,66,4.11,,0
2273,348,1713A46TEST0000000000012692,Nyatoh,15.3,64,50,57,3.9,,0
2274,2516,1713A46TEST0000000000014860,Benuas,16.6,59,52,55,3.7,12,6.1
2275,3309,1713A46TEST0000000000015653,Keruing,19.5,69,55,62,5.89,,0
2276,2670,1713A46TEST0000000000015014,Meranti Merah,10.9,75,65,70,4.19,,0
2277,85,1713A46TEST0000000000012429,Meranti Kuning,18.1,51,36,43,2.63,,0
2278,644,1713A46TEST0000000000012988,Meranti Merah,19.6,78,63,70,7.54,,0
2279,264,1713A46TEST0000000000012608,Keruing,20.5,107,61,84,11.36,,0
2280,1095,1713A46TEST0000000000013439,Keruing,21.1,62,45,53,4.66,,0
2281,2369,1713A46TEST0000000000014713,Keruing,17.4,84,61,72,7.08,,0
2282,2501,1713A46TEST0000000000014845,Benuas,13.6,55,42,48,2.11,16,14.1
2283,2185,1713A46TEST0000000000014529,Meranti Putih,12.9,90,75,82,6.81,,0
2284,1749,1713A46TEST0000000000014093,Keruing,21.1,71,59,65,7,,0
2285,2068,1713A46TEST0000000000014412,Meranti Merah,13.1,97,82,89,8.15,,0
2286,1398,1713A46TEST0000000000013742,Meranti Merah,17.3,72,57,64,5.57,,0
2287,1058,1713A46TEST0000000000013402,Keruing,13.2,91,71,81,6.8,,0
2288,711,1713A46TEST0000000000013055,Benuas,14.7,77,60,68,5.34,,0
2289,216,1713A46TEST0000000000012560,Keruing,15.6,68,53,60,4.41,,0
2290,2561,1713A46TEST0000000000014905,Keruing,17.7,69,55,62,5.34,,0
2291,420,1713A46TEST0000000000012764,Meranti Merah,16.6,82,63,72,6.76,,0
2292,1602,1713A46TEST0000000000013946,Keruing,20.1,60,42,51,4.11,,0
2293,2181,1713A46TEST0000000000014525,Keruing,21.4,77,53,65,7.1,,0
2294,3307,1713A46TEST0000000000015651,Keruing,18,69,52,60,5.09,,0
2295,1134,1713A46TEST0000000000013478,Keruing,21,79,60,69,7.85,,0
2296,1690,1713A46TEST0000000000014034,Meranti Merah,16.9,77,67,72,6.88,,0
2297,2543,1713A46TEST0000000000014887,Keruing,19,59,49,54,4.35,,0
2298,3213,1713A46TEST0000000000015557,Keruing,15.7,67,57,62,4.74,,0
2299,586,1713A46TEST0000000000012930,Meranti Batu,16.5,72,58,65,5.48,,0
2300,411,1713A46TEST0000000000012755,Lambin,15.9,51,37,44,2.42,,0
2301,2924,1713A46TEST0000000000015268,Mersawa,19,79,52,65,6.3,,0
2302,965,1713A46TEST0000000000013309,Keruing,21.4,58,40,49,4.04,,0
2303,2911,1713A46TEST0000000000015255,Keruing,19.6,64,50,57,5,,0
2304,649,1713A46TEST0000000000012993,Meranti Merah,16.3,92,70,81,8.4,,0
2305,559,1713A46TEST0000000000012903,Meranti Merah,17.5,64,56,60,4.95,,0
2306,35,1713A46TEST0000000000012379,Meranti Merah,18.3,75,62,68,6.65,,0
2307,806,1713A46TEST0000000000013150,Keruing,17.5,81,64,72,7.13,,0
2308,1319,1713A46TEST0000000000013663,Keruing,19.7,71,50,60,5.57,,0
2309,1685,1713A46TEST0000000000014029,Meranti Merah,15.4,72,56,64,4.95,,0
2310,1766,1713A46TEST0000000000014110,Meranti Merah,17.6,66,50,58,4.65,,0
2311,302,1713A46TEST0000000000012646,Keruing,21.8,60,36,48,3.94,,0
2312,2407,1713A46TEST0000000000014751,Meranti Merah,17.4,82,68,75,7.69,,0
2313,1094,1713A46TEST0000000000013438,Keruing,17.9,60,50,55,4.25,,0
2314,2219,1713A46TEST0000000000014563,Keruing,11,57,49,53,2.43,,0
2315,2383,1713A46TEST0000000000014727,Meranti Merah,13.2,57,51,54,3.02,,0
2316,596,1713A46TEST0000000000012940,Keruing,18.2,60,41,50,3.57,,0
2317,3245,1713A46TEST0000000000015589,Meranti Batu,16.2,56,46,51,3.31,,0
2318,2167,1713A46TEST0000000000014511,Benuas,13,84,60,72,5.29,,0
2319,3032,1713A46TEST0000000000015376,Meranti Batu,14.9,67,45,56,3.67,,0
2320,2623,1713A46TEST0000000000014967,Meranti Merah,9,65,55,60,2.54,,0
2321,496,1713A46TEST0000000000012840,Keruing,19.1,94,71,82,10.09,,0
2322,2778,1713A46TEST0000000000015122,Keruing,17,55,46,50,3.34,,0
2323,1409,1713A46TEST0000000000013753,Meranti Merah,10.4,70,64,67,3.67,,0
2324,2118,1713A46TEST0000000000014462,Keruing,19.5,62,42,52,4.14,,0
2325,3220,1713A46TEST0000000000015564,Benuas,12,86,76,81,5.84,17,5.6
2326,2363,1713A46TEST0000000000014707,Meranti Merah,10.2,75,62,68,3.7,,0
2327,402,1713A46TEST0000000000012746,Benuas,16.5,64,48,56,4.06,,0
2328,2775,1713A46TEST0000000000015119,Keruing,15,58,45,51,3.06,,0
2329,1638,1713A46TEST0000000000013982,Keruing,19.2,73,52,62,5.8,,0
2330,265,1713A46TEST0000000000012609,Keruing,19,79,59,69,7.1,,0
2331,1915,1713A46TEST0000000000014259,Meranti Merah,16.6,57,51,54,3.8,,0
2332,3113,1713A46TEST0000000000015457,Keruing,17.8,96,70,83,9.63,,0
2333,340,1713A46TEST0000000000012684,Keruing,20.1,71,52,61,5.87,,0
2334,1852,1713A46TEST0000000000014196,Keruing,17,101,80,90,10.81,,0
2335,388,1713A46TEST0000000000012732,Meranti Merah,15.6,55,44,49,2.79,10,5.3
2336,194,1713A46TEST0000000000012538,Meranti Merah,18.8,66,55,60,4.95,14,6.9
2337,2859,1713A46TEST0000000000015203,Meranti Merah,15.5,78,68,73,6.14,15,5.4
2338,2784,1713A46TEST0000000000015128,Keruing,16,65,52,58,4.23,,0
2339,361,1713A46TEST0000000000012705,Meranti Putih,18.8,74,58,66,6.43,,0
2340,2880,1713A46TEST0000000000015224,Keruing,16.1,80,57,68,5.85,,0
2341,282,1713A46TEST0000000000012626,Benuas,17.4,67,51,59,4.76,,0
2342,1619,1713A46TEST0000000000013963,Benuas,14.7,65,55,60,4.16,,0
2343,3178,1713A46TEST0000000000015522,Meranti Batu,19,72,58,65,6.3,,0
2344,2535,1713A46TEST0000000000014879,Keruing,13.5,60,44,52,2.87,,0
2345,1402,1713A46TEST0000000000013746,Meranti Kuning,14.1,111,100,105,12.21,,0
2346,344,1713A46TEST0000000000012688,Keruing,15.7,59,50,54,3.6,,0
2347,2962,1713A46TEST0000000000015306,Keruing,18,56,47,51,3.68,,0
2348,188,1713A46TEST0000000000012532,Meranti Merah,16.6,51,37,44,2.52,,0
2349,1720,1713A46TEST0000000000014064,Meranti Merah,21.2,80,58,69,7.93,,0
2350,898,1713A46TEST0000000000013242,Meranti Merah,18.1,77,55,66,6.19,,0
2351,462,1713A46TEST0000000000012806,Benuas,12.7,85,79,82,6.71,,0
2352,1858,1713A46TEST0000000000014202,Keruing,22,66,53,59,6.01,,0
2353,2504,1713A46TEST0000000000014848,Keruing,15.3,57,40,48,2.77,,0
2354,2457,1713A46TEST0000000000014801,Meranti Merah,17.1,83,70,76,7.76,,0
2355,1392,1713A46TEST0000000000013736,Meranti Merah,15.6,108,81,94,10.83,,0
2356,1353,1713A46TEST0000000000013697,Meranti Merah,19,67,51,59,5.19,,0
2357,252,1713A46TEST0000000000012596,Keruing,16.6,69,56,62,5.01,,0
2358,3210,1713A46TEST0000000000015554,Keruing,13,61,48,54,2.98,,0
2359,3057,1713A46TEST0000000000015401,Lambin,16.8,60,46,53,3.71,,0
2360,1029,1713A46TEST0000000000013373,Meranti Merah,17.6,79,61,70,6.6,10,2.6
2361,3118,1713A46TEST0000000000015462,Keruing,16,70,48,59,4.37,,0
2362,799,1713A46TEST0000000000013143,Keruing,15.4,61,51,56,3.79,,0
2363,3288,1713A46TEST0000000000015632,Meranti Batu,12.2,81,65,73,4.83,15,5.4
2364,315,1713A46TEST0000000000012659,Meranti Merah,17.5,71,48,59,4.78,,0
2365,883,1713A46TEST0000000000013227,Meranti Merah,12,76,65,70,4.62,,0
2366,1343,1713A46TEST0000000000013687,Meranti Merah,16.1,63,50,56,3.97,,0
2367,88,1713A46TEST0000000000012432,Benuas,16.4,58,42,50,3.22,,0
2368,3005,1713A46TEST0000000000015349,Keruing,20.7,78,50,64,6.66,,0
2369,3071,1713A46TEST0000000000015415,Keruing,18.2,74,56,65,6.04,,0
2370,578,1713A46TEST0000000000012922,Meranti Merah,15.3,62,45,53,3.38,,0
2371,614,1713A46TEST0000000000012958,Keruing,20.2,56,39,47,3.5,,0
2372,132,1713A46TEST0000000000012476,Meranti Merah,18.2,76,60,68,6.61,,0
2373,1256,1713A46TEST0000000000013600,Keruing,12.6,72,62,67,4.44,,0
2374,78,1713A46TEST0000000000012422,Meranti Batu,10.6,70,65,67,3.74,,0
2375,1307,1713A46TEST0000000000013651,Meranti Merah,21.4,65,50,57,5.46,,0
2376,3175,1713A46TEST0000000000015519,Meranti Putih,10.2,87,81,84,5.65,,0
2377,3314,1713A46TEST0000000000015658,Keruing,13.6,66,59,62,4.11,,0
2378,1778,1713A46TEST0000000000014122,Keruing,17.4,82,66,74,7.48,,0
2379,117,1713A46TEST0000000000012461,Meranti Merah,10.6,55,45,50,2.08,,0
2380,1033,1713A46TEST0000000000013377,Benuas,15.9,62,51,56,3.34,19,14.7
2381,1384,1713A46TEST0000000000013728,Meranti Merah,18.2,82,73,77,8.48,,0
2382,134,1713A46TEST0000000000012478,Meranti Merah,10.9,70,61,65,3.62,,0
